name,type,type_id,n_dims,dims,offset,bytes
blk.17.ssm_conv1d.weight,F32,0,2,4x10240,2502532672,163840
blk.17.ssm_dt.bias,F32,0,1,48,2502696512,192
blk.17.ssm_norm.weight,F32,0,1,128,2502696704,512
blk.17.ssm_out.weight,PQ2_0,142,2,6144x5120,2502697216,
blk.18.attn_gate.weight,PQ2_0,142,2,5120x6144,2511053056,
blk.18.attn_norm.weight,F32,0,1,5120,2519408896,20480
blk.18.attn_qkv.weight,PQ2_0,142,2,5120x10240,2519429376,
blk.18.ffn_down.weight,PQ2_0,142,2,17408x5120,2533355776,
blk.18.ffn_gate.weight,PQ2_0,142,2,5120x17408,2557030656,
blk.18.ffn_up.weight,PQ2_0,142,2,5120x17408,2580705536,
blk.18.post_attention_norm.weight,F32,0,1,5120,2604380416,20480
blk.18.ssm_a,F32,0,1,48,2604400896,192
blk.18.ssm_alpha.weight,BF16,30,2,5120x48,2604401088,491520
blk.18.ssm_beta.weight,BF16,30,2,5120x48,2604892608,491520
blk.18.ssm_conv1d.weight,F32,0,2,4x10240,2605384128,163840
blk.18.ssm_dt.bias,F32,0,1,48,2605547968,192
blk.18.ssm_norm.weight,F32,0,1,128,2605548160,512
blk.18.ssm_out.weight,PQ2_0,142,2,6144x5120,2605548672,
blk.19.attn_k.weight,PQ2_0,142,2,5120x1024,2613904512,
blk.19.attn_k_norm.weight,F32,0,1,256,2615297152,1024
blk.19.attn_norm.weight,F32,0,1,5120,2615298176,20480
blk.19.attn_output.weight,PQ2_0,142,2,6144x5120,2615318656,
blk.19.attn_q.weight,PQ2_0,142,2,5120x12288,2623674496,
blk.19.attn_q_norm.weight,F32,0,1,256,2640386176,1024
blk.19.attn_v.weight,PQ2_0,142,2,5120x1024,2640387200,
blk.19.ffn_down.weight,PQ2_0,142,2,17408x5120,2641779840,
blk.19.ffn_gate.weight,PQ2_0,142,2,5120x17408,2665454720,
blk.19.ffn_up.weight,PQ2_0,142,2,5120x17408,2689129600,
blk.19.post_attention_norm.weight,F32,0,1,5120,2712804480,20480
blk.20.attn_gate.weight,PQ2_0,142,2,5120x6144,2712824960,
blk.20.attn_norm.weight,F32,0,1,5120,2721180800,20480
blk.20.attn_qkv.weight,PQ2_0,142,2,5120x10240,2721201280,
blk.20.ffn_down.weight,PQ2_0,142,2,17408x5120,2735127680,
blk.20.ffn_gate.weight,PQ2_0,142,2,5120x17408,2758802560,
blk.20.ffn_up.weight,PQ2_0,142,2,5120x17408,2782477440,
blk.20.post_attention_norm.weight,F32,0,1,5120,2806152320,20480
blk.20.ssm_a,F32,0,1,48,2806172800,192
blk.20.ssm_alpha.weight,BF16,30,2,5120x48,2806172992,491520
blk.20.ssm_beta.weight,BF16,30,2,5120x48,2806664512,491520
blk.20.ssm_conv1d.weight,F32,0,2,4x10240,2807156032,163840
blk.20.ssm_dt.bias,F32,0,1,48,2807319872,192
blk.20.ssm_norm.weight,F32,0,1,128,2807320064,512
blk.20.ssm_out.weight,PQ2_0,142,2,6144x5120,2807320576,
blk.21.attn_gate.weight,PQ2_0,142,2,5120x6144,2815676416,
blk.21.attn_norm.weight,F32,0,1,5120,2824032256,20480
blk.21.attn_qkv.weight,PQ2_0,142,2,5120x10240,2824052736,
blk.21.ffn_down.weight,PQ2_0,142,2,17408x5120,2837979136,
blk.21.ffn_gate.weight,PQ2_0,142,2,5120x17408,2861654016,
blk.21.ffn_up.weight,PQ2_0,142,2,5120x17408,2885328896,
blk.21.post_attention_norm.weight,F32,0,1,5120,2909003776,20480
blk.21.ssm_a,F32,0,1,48,2909024256,192
blk.21.ssm_alpha.weight,BF16,30,2,5120x48,2909024448,491520
blk.21.ssm_beta.weight,BF16,30,2,5120x48,2909515968,491520
blk.21.ssm_conv1d.weight,F32,0,2,4x10240,2910007488,163840
blk.21.ssm_dt.bias,F32,0,1,48,2910171328,192
blk.21.ssm_norm.weight,F32,0,1,128,2910171520,512
blk.21.ssm_out.weight,PQ2_0,142,2,6144x5120,2910172032,
blk.22.attn_gate.weight,PQ2_0,142,2,5120x6144,2918527872,
blk.22.attn_norm.weight,F32,0,1,5120,2926883712,20480
blk.22.attn_qkv.weight,PQ2_0,142,2,5120x10240,2926904192,
blk.22.ffn_down.weight,PQ2_0,142,2,17408x5120,2940830592,
blk.22.ffn_gate.weight,PQ2_0,142,2,5120x17408,2964505472,
blk.22.ffn_up.weight,PQ2_0,142,2,5120x17408,2988180352,
blk.22.post_attention_norm.weight,F32,0,1,5120,3011855232,20480
blk.22.ssm_a,F32,0,1,48,3011875712,192
blk.22.ssm_alpha.weight,BF16,30,2,5120x48,3011875904,491520
blk.22.ssm_beta.weight,BF16,30,2,5120x48,3012367424,491520
blk.22.ssm_conv1d.weight,F32,0,2,4x10240,3012858944,163840
blk.22.ssm_dt.bias,F32,0,1,48,3013022784,192
blk.22.ssm_norm.weight,F32,0,1,128,3013022976,512
blk.22.ssm_out.weight,PQ2_0,142,2,6144x5120,3013023488,
blk.23.attn_k.weight,PQ2_0,142,2,5120x1024,3021379328,
blk.23.attn_k_norm.weight,F32,0,1,256,3022771968,1024
blk.23.attn_norm.weight,F32,0,1,5120,3022772992,20480
blk.23.attn_output.weight,PQ2_0,142,2,6144x5120,3022793472,
blk.23.attn_q.weight,PQ2_0,142,2,5120x12288,3031149312,
blk.23.attn_q_norm.weight,F32,0,1,256,3047860992,1024
blk.23.attn_v.weight,PQ2_0,142,2,5120x1024,3047862016,
blk.23.ffn_down.weight,PQ2_0,142,2,17408x5120,3049254656,
blk.23.ffn_gate.weight,PQ2_0,142,2,5120x17408,3072929536,
blk.23.ffn_up.weight,PQ2_0,142,2,5120x17408,3096604416,
blk.23.post_attention_norm.weight,F32,0,1,5120,3120279296,20480
blk.24.attn_gate.weight,PQ2_0,142,2,5120x6144,3120299776,
blk.24.attn_norm.weight,F32,0,1,5120,3128655616,20480
blk.24.attn_qkv.weight,PQ2_0,142,2,5120x10240,3128676096,
blk.24.ffn_down.weight,PQ2_0,142,2,17408x5120,3142602496,
blk.24.ffn_gate.weight,PQ2_0,142,2,5120x17408,3166277376,
blk.24.ffn_up.weight,PQ2_0,142,2,5120x17408,3189952256,
blk.24.post_attention_norm.weight,F32,0,1,5120,3213627136,20480
blk.24.ssm_a,F32,0,1,48,3213647616,192
blk.24.ssm_alpha.weight,BF16,30,2,5120x48,3213647808,491520
blk.24.ssm_beta.weight,BF16,30,2,5120x48,3214139328,491520
blk.24.ssm_conv1d.weight,F32,0,2,4x10240,3214630848,163840
blk.24.ssm_dt.bias,F32,0,1,48,3214794688,192
blk.24.ssm_norm.weight,F32,0,1,128,3214794880,512
blk.24.ssm_out.weight,PQ2_0,142,2,6144x5120,3214795392,
blk.25.attn_gate.weight,PQ2_0,142,2,5120x6144,3223151232,
blk.25.attn_norm.weight,F32,0,1,5120,3231507072,20480
blk.25.attn_qkv.weight,PQ2_0,142,2,5120x10240,3231527552,
blk.25.ffn_down.weight,PQ2_0,142,2,17408x5120,3245453952,
blk.25.ffn_gate.weight,PQ2_0,142,2,5120x17408,3269128832,
blk.25.ffn_up.weight,PQ2_0,142,2,5120x17408,3292803712,
blk.25.post_attention_norm.weight,F32,0,1,5120,3316478592,20480
blk.25.ssm_a,F32,0,1,48,3316499072,192
blk.25.ssm_alpha.weight,BF16,30,2,5120x48,3316499264,491520
blk.25.ssm_beta.weight,BF16,30,2,5120x48,3316990784,491520
blk.25.ssm_conv1d.weight,F32,0,2,4x10240,3317482304,163840
blk.25.ssm_dt.bias,F32,0,1,48,3317646144,192
blk.25.ssm_norm.weight,F32,0,1,128,3317646336,512
blk.25.ssm_out.weight,PQ2_0,142,2,6144x5120,3317646848,
blk.26.attn_gate.weight,PQ2_0,142,2,5120x6144,3326002688,
blk.26.attn_norm.weight,F32,0,1,5120,3334358528,20480
blk.26.attn_qkv.weight,PQ2_0,142,2,5120x10240,3334379008,
blk.26.ffn_down.weight,PQ2_0,142,2,17408x5120,3348305408,
blk.26.ffn_gate.weight,PQ2_0,142,2,5120x17408,3371980288,
blk.26.ffn_up.weight,PQ2_0,142,2,5120x17408,3395655168,
blk.26.post_attention_norm.weight,F32,0,1,5120,3419330048,20480
blk.26.ssm_a,F32,0,1,48,3419350528,192
blk.26.ssm_alpha.weight,BF16,30,2,5120x48,3419350720,491520
blk.26.ssm_beta.weight,BF16,30,2,5120x48,3419842240,491520
blk.26.ssm_conv1d.weight,F32,0,2,4x10240,3420333760,163840
blk.26.ssm_dt.bias,F32,0,1,48,3420497600,192
blk.26.ssm_norm.weight,F32,0,1,128,3420497792,512
blk.26.ssm_out.weight,PQ2_0,142,2,6144x5120,3420498304,
blk.27.attn_k.weight,PQ2_0,142,2,5120x1024,3428854144,
blk.27.attn_k_norm.weight,F32,0,1,256,3430246784,1024
blk.27.attn_norm.weight,F32,0,1,5120,3430247808,20480
blk.27.attn_output.weight,PQ2_0,142,2,6144x5120,3430268288,
blk.27.attn_q.weight,PQ2_0,142,2,5120x12288,3438624128,
blk.27.attn_q_norm.weight,F32,0,1,256,3455335808,1024
blk.27.attn_v.weight,PQ2_0,142,2,5120x1024,3455336832,
blk.27.ffn_down.weight,PQ2_0,142,2,17408x5120,3456729472,
blk.27.ffn_gate.weight,PQ2_0,142,2,5120x17408,3480404352,
blk.27.ffn_up.weight,PQ2_0,142,2,5120x17408,3504079232,
blk.27.post_attention_norm.weight,F32,0,1,5120,3527754112,20480
blk.28.attn_gate.weight,PQ2_0,142,2,5120x6144,3527774592,
blk.28.attn_norm.weight,F32,0,1,5120,3536130432,20480
blk.28.attn_qkv.weight,PQ2_0,142,2,5120x10240,3536150912,
blk.28.ffn_down.weight,PQ2_0,142,2,17408x5120,3550077312,
blk.28.ffn_gate.weight,PQ2_0,142,2,5120x17408,3573752192,
blk.28.ffn_up.weight,PQ2_0,142,2,5120x17408,3597427072,
blk.28.post_attention_norm.weight,F32,0,1,5120,3621101952,20480
blk.28.ssm_a,F32,0,1,48,3621122432,192
blk.28.ssm_alpha.weight,BF16,30,2,5120x48,3621122624,491520
blk.28.ssm_beta.weight,BF16,30,2,5120x48,3621614144,491520
blk.28.ssm_conv1d.weight,F32,0,2,4x10240,3622105664,163840
blk.28.ssm_dt.bias,F32,0,1,48,3622269504,192
blk.28.ssm_norm.weight,F32,0,1,128,3622269696,512
blk.28.ssm_out.weight,PQ2_0,142,2,6144x5120,3622270208,
blk.29.attn_gate.weight,PQ2_0,142,2,5120x6144,3630626048,
blk.29.attn_norm.weight,F32,0,1,5120,3638981888,20480
blk.29.attn_qkv.weight,PQ2_0,142,2,5120x10240,3639002368,
blk.29.ffn_down.weight,PQ2_0,142,2,17408x5120,3652928768,
blk.29.ffn_gate.weight,PQ2_0,142,2,5120x17408,3676603648,
blk.29.ffn_up.weight,PQ2_0,142,2,5120x17408,3700278528,
blk.29.post_attention_norm.weight,F32,0,1,5120,3723953408,20480
blk.29.ssm_a,F32,0,1,48,3723973888,192
blk.29.ssm_alpha.weight,BF16,30,2,5120x48,3723974080,491520
blk.29.ssm_beta.weight,BF16,30,2,5120x48,3724465600,491520
blk.29.ssm_conv1d.weight,F32,0,2,4x10240,3724957120,163840
blk.29.ssm_dt.bias,F32,0,1,48,3725120960,192
blk.29.ssm_norm.weight,F32,0,1,128,3725121152,512
blk.29.ssm_out.weight,PQ2_0,142,2,6144x5120,3725121664,
blk.30.attn_gate.weight,PQ2_0,142,2,5120x6144,3733477504,
blk.30.attn_norm.weight,F32,0,1,5120,3741833344,20480
blk.30.attn_qkv.weight,PQ2_0,142,2,5120x10240,3741853824,
blk.30.ffn_down.weight,PQ2_0,142,2,17408x5120,3755780224,
blk.30.ffn_gate.weight,PQ2_0,142,2,5120x17408,3779455104,
blk.30.ffn_up.weight,PQ2_0,142,2,5120x17408,3803129984,
blk.30.post_attention_norm.weight,F32,0,1,5120,3826804864,20480
blk.30.ssm_a,F32,0,1,48,3826825344,192
blk.30.ssm_alpha.weight,BF16,30,2,5120x48,3826825536,491520
blk.30.ssm_beta.weight,BF16,30,2,5120x48,3827317056,491520
blk.30.ssm_conv1d.weight,F32,0,2,4x10240,3827808576,163840
blk.30.ssm_dt.bias,F32,0,1,48,3827972416,192
blk.30.ssm_norm.weight,F32,0,1,128,3827972608,512
blk.30.ssm_out.weight,PQ2_0,142,2,6144x5120,3827973120,
blk.31.attn_k.weight,PQ2_0,142,2,5120x1024,3836328960,
blk.31.attn_k_norm.weight,F32,0,1,256,3837721600,1024
blk.31.attn_norm.weight,F32,0,1,5120,3837722624,20480
blk.31.attn_output.weight,PQ2_0,142,2,6144x5120,3837743104,
blk.31.attn_q.weight,PQ2_0,142,2,5120x12288,3846098944,
blk.31.attn_q_norm.weight,F32,0,1,256,3862810624,1024
blk.31.attn_v.weight,PQ2_0,142,2,5120x1024,3862811648,
blk.31.ffn_down.weight,PQ2_0,142,2,17408x5120,3864204288,
blk.31.ffn_gate.weight,PQ2_0,142,2,5120x17408,3887879168,
blk.31.ffn_up.weight,PQ2_0,142,2,5120x17408,3911554048,
blk.31.post_attention_norm.weight,F32,0,1,5120,3935228928,20480
blk.32.attn_gate.weight,PQ2_0,142,2,5120x6144,3935249408,
blk.32.attn_norm.weight,F32,0,1,5120,3943605248,20480
blk.32.attn_qkv.weight,PQ2_0,142,2,5120x10240,3943625728,
blk.32.ffn_down.weight,PQ2_0,142,2,17408x5120,3957552128,
blk.32.ffn_gate.weight,PQ2_0,142,2,5120x17408,3981227008,
blk.32.ffn_up.weight,PQ2_0,142,2,5120x17408,4004901888,
blk.32.post_attention_norm.weight,F32,0,1,5120,4028576768,20480
blk.32.ssm_a,F32,0,1,48,4028597248,192
blk.32.ssm_alpha.weight,BF16,30,2,5120x48,4028597440,491520
blk.32.ssm_beta.weight,BF16,30,2,5120x48,4029088960,491520
blk.32.ssm_conv1d.weight,F32,0,2,4x10240,4029580480,163840
blk.32.ssm_dt.bias,F32,0,1,48,4029744320,192
blk.32.ssm_norm.weight,F32,0,1,128,4029744512,512
blk.32.ssm_out.weight,PQ2_0,142,2,6144x5120,4029745024,
blk.33.attn_gate.weight,PQ2_0,142,2,5120x6144,4038100864,
blk.33.attn_norm.weight,F32,0,1,5120,4046456704,20480
blk.33.attn_qkv.weight,PQ2_0,142,2,5120x10240,4046477184,
blk.33.ffn_down.weight,PQ2_0,142,2,17408x5120,4060403584,
blk.33.ffn_gate.weight,PQ2_0,142,2,5120x17408,4084078464,
blk.33.ffn_up.weight,PQ2_0,142,2,5120x17408,4107753344,
blk.33.post_attention_norm.weight,F32,0,1,5120,4131428224,20480
blk.33.ssm_a,F32,0,1,48,4131448704,192
blk.33.ssm_alpha.weight,BF16,30,2,5120x48,4131448896,491520
